JOHN,114
SMITH,87
SMITH,27
ARYA,122
NATHAN,0
NATHAN,9
NATHAN,76
NATHAN,0
NATHAN,0
NATHAN,32
NATHAN,120
NATHAN,183
NATHAN,97
NATHAN,5
NATHAN,131
A,53
A,0
A,0
A,3
A,0
A,27
A,60
A,32
NBZ,96
NBZ,0
B'BINL,0
B'BINL,124
LIYA,25
LIYA,0
LIYA,30
TYG,0
TYG,40
TYG,0
TYG,8
TYG,0
TYG,0
TYG,0
TYG,0
TYG,18
TYG,9
TYG,0
TYG,107
KALKA,0
KLAKLEBE,0
KLAKLEBE,8
KLAKLEBE,26
